Date,Hour,GEOTHERMAL,BIOMASS,BIOGAS,SMALL HYDRO,WIND TOTAL,SOLAR PV,SOLAR THERMAL
2018-10-08,14,951,295,230,175,638,9258,507
2018-10-08,15,950,298,229,180,624,9111,508
2018-10-08,16,951,296,229,179,503,8469,491
2018-10-08,17,951,297,229,177,473,6820,292
2018-10-08,18,951,298,228,184,777,2783,79
2018-10-08,19,953,296,228,242,894,153,0
2018-10-08,20,953,298,227,246,1021,0,0
2018-10-08,21,956,300,226,213,1038,0,0
2018-10-08,22,957,307,226,183,1084,0,0
2018-10-08,23,957,307,225,179,1245,0,0
2018-10-08,24,957,302,226,180,1170,0,0
2018-10-09,1,957,300,227,179,1222,0,0
2018-10-09,2,959,300,223,178,1266,0,0
2018-10-09,3,958,300,223,179,1069,0,0
2018-10-09,4,956,301,223,178,883,0,0
2018-10-09,5,958,304,223,177,786,0,0
2018-10-09,6,956,306,223,183,709,0,0
2018-10-09,7,957,316,222,178,645,0,0
2018-10-09,8,960,316,220,178,651,1510,0
2018-10-09,9,957,316,220,179,511,6008,225
2018-10-09,10,954,317,222,178,258,8471,466
2018-10-09,11,951,310,220,175,208,9068,347
2018-10-09,12,942,307,220,140,303,9214,359
2018-10-09,13,934,305,221,128,374,9157,364
2018-10-09,14,930,309,221,127,463,9161,438
2018-10-09,15,930,308,221,162,1008,9142,452
2018-10-09,16,931,301,222,168,1679,8599,392
2018-10-09,17,933,304,222,169,2366,6714,309
2018-10-09,18,934,303,223,174,2591,2530,154
2018-10-09,19,940,313,223,236,2354,82,0
2018-10-09,20,944,315,221,244,2510,0,0
2018-10-09,21,950,304,219,211,2612,0,0
2018-10-09,22,957,293,220,205,2606,0,0
2018-10-09,23,956,285,220,204,2644,0,0
2018-10-09,24,955,280,220,181,2754,0,0
2018-10-10,1,959,283,224,169,2680,0,0
2018-10-10,2,963,288,224,166,2681,0,0
2018-10-10,3,963,289,224,169,2328,0,0
2018-10-10,4,963,292,223,170,2107,0,0
2018-10-10,5,965,293,224,168,1935,0,0
2018-10-10,6,967,291,226,169,1619,0,0
2018-10-10,7,969,298,223,170,1429,0,0
2018-10-10,8,969,296,219,166,1139,1452,0
2018-10-10,9,968,305,218,165,1028,5243,215
2018-10-10,10,966,309,217,127,778,6950,437
2018-10-10,11,962,305,213,121,563,8323,484
2018-10-10,12,960,300,211,124,575,8438,486
2018-10-10,13,955,307,211,125,632,8394,480
2018-10-10,14,954,310,211,123,775,8210,475
2018-10-10,15,952,310,214,125,903,8232,461
2018-10-10,16,953,311,218,125,1386,8072,446
2018-10-10,17,954,314,217,156,1905,6314,380
2018-10-10,18,954,311,219,188,2089,2473,146
2018-10-10,19,955,310,220,240,1915,160,0
2018-10-10,20,955,308,226,206,1862,56,0
2018-10-10,21,958,310,227,170,1961,35,0
2018-10-10,22,959,309,227,164,2035,0,0
2018-10-10,23,959,300,226,160,2361,0,0
2018-10-10,24,960,296,226,162,2372,0,0
2018-10-11,1,962,296,226,159,2150,0,0
2018-10-11,2,963,296,227,169,2105,0,0
2018-10-11,3,964,299,227,183,2109,0,0
2018-10-11,4,965,300,227,121,1929,0,0
2018-10-11,5,966,302,227,153,1900,0,0
2018-10-11,6,967,302,227,161,1949,0,0
2018-10-11,7,969,311,227,196,1960,0,0
2018-10-11,8,969,312,226,193,1958,1086,5
2018-10-11,9,964,311,226,163,1595,4245,201
2018-10-11,10,963,313,226,160,1300,6873,419
2018-10-11,11,960,311,226,161,1011,7900,459
2018-10-11,12,956,308,227,160,674,8203,346
2018-10-11,13,954,314,224,163,434,8385,262
2018-10-11,14,952,315,227,160,417,8456,172
2018-10-11,15,952,315,228,162,594,7882,99
2018-10-11,16,954,317,227,164,660,7673,112
2018-10-11,17,956,321,226,162,663,5793,112
2018-10-11,18,958,317,227,199,689,2070,41
2018-10-11,19,958,317,227,240,738,73,0
2018-10-11,20,960,317,227,238,807,0,0
2018-10-11,21,960,315,227,207,934,0,0
2018-10-11,22,958,317,226,199,1292,0,0
2018-10-11,23,958,306,227,160,1371,0,0
2018-10-11,24,959,299,226,162,1470,0,0
2018-10-12,1,960,297,227,158,1489,0,0
2018-10-12,2,960,298,228,155,1384,0,0
2018-10-12,3,960,300,234,158,1210,0,0
2018-10-12,4,960,302,234,154,1001,0,0
2018-10-12,5,961,303,235,152,1329,0,0
2018-10-12,6,961,301,234,153,1637,0,0
2018-10-12,7,962,312,234,185,1511,0,0
2018-10-12,8,962,316,233,184,1655,764,0
2018-10-12,9,961,315,231,149,1584,3625,91
2018-10-12,10,958,308,231,114,1714,5934,237
2018-10-12,11,958,283,231,115,1869,7119,338
2018-10-12,12,957,285,231,114,2007,7868,324
2018-10-12,13,957,282,231,115,2080,7997,423
2018-10-12,14,954,291,233,115,1938,7627,385
2018-10-12,15,952,309,237,145,1699,7598,283
2018-10-12,16,950,316,238,154,1391,7245,199
2018-10-12,17,951,317,238,155,1261,5588,207
2018-10-12,18,953,317,238,187,954,1760,101
2018-10-12,19,953,316,239,231,624,15,0
2018-10-12,20,956,316,237,230,522,0,0
2018-10-12,21,958,315,235,193,576,0,0
2018-10-12,22,959,317,234,189,583,0,0
2018-10-12,23,961,302,236,156,723,0,0
2018-10-12,24,962,280,238,148,1080,0,0
2018-10-13,1,961,279,239,149,1112,0,0
2018-10-13,2,933,279,239,146,920,0,0
2018-10-13,3,911,272,235,146,884,0,0
2018-10-13,4,884,277,236,149,816,0,0
2018-10-13,5,884,284,236,148,719,0,0
2018-10-13,6,884,289,235,147,679,0,0
2018-10-13,7,885,298,231,147,650,0,0
2018-10-13,8,946,296,231,145,625,652,0
2018-10-13,9,966,298,230,142,596,3519,0
2018-10-13,10,962,299,230,136,819,5992,0
2018-10-13,11,960,291,230,103,985,7142,0
2018-10-13,12,958,307,230,106,1132,7543,4
2018-10-13,13,955,311,230,107,1365,7756,63
2018-10-13,14,953,309,235,142,1369,7754,87
2018-10-13,15,952,293,235,145,1633,7424,102
2018-10-13,16,952,290,234,145,2305,6519,115
2018-10-13,17,951,293,238,152,2791,5210,116
2018-10-13,18,951,293,239,221,2919,2101,55
2018-10-13,19,953,293,239,224,3377,53,0
2018-10-13,20,956,292,239,266,3644,0,0
2018-10-13,21,959,289,238,269,3489,0,0
2018-10-13,22,961,286,239,231,3448,0,0
2018-10-13,23,963,281,238,188,3510,0,0
2018-10-13,24,962,283,238,148,3630,0,0
2018-10-14,1,962,287,238,152,3608,0,0
2018-10-14,2,963,285,239,153,3299,0,0
2018-10-14,3,963,285,239,152,2906,0,0
2018-10-14,4,963,283,239,150,2725,0,0
2018-10-14,5,964,285,240,153,2414,0,0
2018-10-14,6,964,291,239,152,2026,0,0
2018-10-14,7,966,303,239,150,1736,0,0
2018-10-14,8,966,306,239,151,1466,1213,0
2018-10-14,9,965,311,238,152,1229,4970,94
2018-10-14,10,964,311,239,149,1109,6438,409
2018-10-14,11,963,303,239,146,1259,7230,469
2018-10-14,12,964,307,238,112,1498,7888,474
2018-10-14,13,963,311,236,113,1500,7991,468
2018-10-14,14,963,311,239,148,1427,7759,461
2018-10-14,15,963,310,238,155,1481,7531,442
2018-10-14,16,962,276,239,151,1529,7763,410
2018-10-14,17,962,269,239,148,1513,6247,335
2018-10-14,18,963,269,239,182,1491,2085,97
2018-10-14,19,964,272,237,212,1591,35,0
2018-10-14,20,965,271,238,213,1820,0,0
2018-10-14,21,964,273,237,216,1975,0,0
2018-10-14,22,965,270,236,212,1875,0,0
2018-10-14,23,928,258,233,174,2080,0,0
2018-10-14,24,844,254,233,139,2251,0,0
2018-10-15,1,883,254,233,133,2482,0,0
2018-10-15,2,895,252,233,132,2332,0,0
2018-10-15,3,895,255,233,134,2225,0,0
2018-10-15,4,895,253,232,134,2195,0,0
2018-10-15,5,864,255,219,131,1810,0,0
2018-10-15,6,860,255,219,127,1783,0,0
2018-10-15,7,860,253,217,167,1752,0,0
2018-10-15,8,861,250,214,212,1919,1240,1
2018-10-15,9,842,249,210,153,1696,5491,234
2018-10-15,10,860,249,214,100,2017,7194,465
2018-10-15,11,859,248,214,98,2349,7496,498
2018-10-15,12,859,237,215,97,1817,8157,493
2018-10-15,13,858,245,215,100,1653,7859,488
2018-10-15,14,858,260,218,101,1787,7294,475
2018-10-15,15,858,262,218,109,1702,7317,473
2018-10-15,16,858,274,219,151,1582,7036,445
2018-10-15,17,858,279,208,192,1220,6197,390
2018-10-15,18,858,277,203,203,853,2225,142
2018-10-15,19,861,277,200,238,604,39,0
2018-10-15,20,870,273,206,236,502,0,0
2018-10-15,21,887,274,208,238,607,0,0
2018-10-15,22,898,275,207,199,709,0,0
2018-10-15,23,899,260,206,160,834,0,0
2018-10-15,24,899,251,209,157,963,0,0
2018-10-16,1,899,253,212,145,821,0,0
2018-10-16,2,875,250,212,144,770,0,0
2018-10-16,3,849,258,212,152,703,0,0
2018-10-16,4,850,263,213,152,730,0,0
2018-10-16,5,850,265,212,150,712,0,0
2018-10-16,6,851,257,211,180,687,0,0
2018-10-16,7,851,259,207,231,691,0,0
2018-10-16,8,851,255,204,236,695,1288,12
2018-10-16,9,842,254,200,191,832,5019,226
2018-10-16,10,840,253,199,156,871,6237,449
2018-10-16,11,839,245,199,112,1029,7125,384
2018-10-16,12,837,241,199,111,1027,7620,141
2018-10-16,13,835,292,207,113,965,7927,109
2018-10-16,14,836,312,216,111,895,7853,180
2018-10-16,15,835,319,218,144,836,7975,132
2018-10-16,16,836,327,215,154,741,7679,132
2018-10-16,17,836,329,213,163,616,5926,128
2018-10-16,18,836,330,217,237,589,1969,58
2018-10-16,19,838,331,223,237,596,2,0
2018-10-16,20,833,330,225,233,625,0,0
2018-10-16,21,846,332,226,234,713,0,0
2018-10-16,22,848,333,229,202,796,0,0
2018-10-16,23,847,321,229,150,905,0,0
2018-10-16,24,861,317,228,150,965,0,0
2018-10-17,1,849,275,229,150,858,0,0
2018-10-17,2,851,272,222,149,689,0,0
2018-10-17,3,852,272,220,149,537,0,0
2018-10-17,4,853,273,220,153,551,0,0
2018-10-17,5,876,278,221,149,573,0,0
2018-10-17,6,871,281,217,150,594,0,0
2018-10-17,7,868,287,217,184,573,0,0
2018-10-17,8,863,288,211,238,632,1228,0
2018-10-17,9,854,291,208,193,570,4785,181
2018-10-17,10,851,293,202,141,505,6882,401
2018-10-17,11,847,287,202,139,498,7700,428
2018-10-17,12,851,281,206,138,540,8190,425
2018-10-17,13,859,287,207,142,626,7966,422
2018-10-17,14,860,289,207,141,650,8081,478
2018-10-17,15,858,288,207,172,665,7650,480
2018-10-17,16,870,287,203,181,649,7619,449
2018-10-17,17,874,268,206,182,653,6114,381
2018-10-17,18,874,267,215,201,577,2005,113
2018-10-17,19,877,266,216,239,480,16,0
2018-10-17,20,882,268,217,240,476,0,0
2018-10-17,21,882,267,219,250,583,0,0
2018-10-17,22,886,267,218,212,702,0,0
2018-10-17,23,899,257,218,207,781,0,0
2018-10-17,24,903,270,218,168,845,0,0
2018-10-18,1,906,280,218,161,825,0,0
2018-10-18,2,908,283,216,159,872,0,0
2018-10-18,3,909,292,216,159,754,0,0
2018-10-18,4,909,293,216,159,686,0,0
2018-10-18,5,909,303,215,157,585,0,0
2018-10-18,6,910,313,209,159,459,0,0
2018-10-18,7,909,320,211,204,486,0,0
2018-10-18,8,909,322,209,207,621,1167,5
2018-10-18,9,908,320,210,212,582,5107,239
2018-10-18,10,906,324,210,176,568,7505,449
2018-10-18,11,904,349,212,171,454,8295,499
2018-10-18,12,902,348,211,159,413,8584,496
2018-10-18,13,901,356,218,155,328,8819,485
2018-10-18,14,898,354,219,151,281,8893,484
2018-10-18,15,896,358,216,183,246,8967,485
2018-10-18,16,891,360,215,187,302,8533,477
2018-10-18,17,891,363,224,205,267,6445,390
2018-10-18,18,894,361,232,215,206,2054,108
2018-10-18,19,898,364,235,291,234,33,0
2018-10-18,20,903,365,235,292,355,0,0
2018-10-18,21,905,362,234,251,381,0,0
2018-10-18,22,903,362,233,209,462,0,0
2018-10-18,23,906,351,233,199,544,0,0
2018-10-18,24,906,348,234,162,649,0,0
2018-10-19,1,907,348,233,159,713,0,0
2018-10-19,2,907,347,234,158,635,0,0
2018-10-19,3,907,348,235,161,596,0,0
2018-10-19,4,907,349,234,159,701,0,0
2018-10-19,5,907,350,235,159,729,0,0
2018-10-19,6,907,354,234,160,745,0,0
2018-10-19,7,907,365,233,203,753,0,0
2018-10-19,8,907,369,233,206,677,1125,9
2018-10-19,9,905,369,232,201,566,5335,245
2018-10-19,10,901,368,229,169,712,8025,455
2018-10-19,11,899,351,225,163,816,8730,495
2018-10-19,12,896,320,227,168,889,8830,488
2018-10-19,13,892,333,231,171,1026,8787,476
2018-10-19,14,762,363,233,163,1130,8858,472
2018-10-19,15,809,363,234,161,1198,8668,473
2018-10-19,16,879,366,232,181,1248,8491,457
2018-10-19,17,890,369,234,207,1380,6387,371
2018-10-19,18,891,367,234,244,1006,1922,59
2018-10-19,19,892,368,236,242,586,24,0
2018-10-19,20,894,368,233,238,546,0,0
2018-10-19,21,896,367,232,241,674,0,0
2018-10-19,22,897,366,233,205,666,0,0
2018-10-19,23,896,357,229,200,782,0,0
2018-10-19,24,898,350,223,158,999,0,0
2018-10-20,1,897,350,229,152,985,0,0
2018-10-20,2,899,348,231,150,916,0,0
2018-10-20,3,901,349,231,153,785,0,0
2018-10-20,4,901,350,232,153,616,0,0
2018-10-20,5,902,354,231,151,611,0,0
2018-10-20,6,902,357,231,154,654,0,0
2018-10-20,7,901,367,231,196,656,0,0
2018-10-20,8,901,369,228,198,521,933,0
2018-10-20,9,901,369,228,194,432,4833,188
2018-10-20,10,897,373,228,148,511,7020,248
2018-10-20,11,895,370,229,140,711,7722,356
2018-10-20,12,894,368,220,143,813,8236,436
2018-10-20,13,893,388,219,140,819,8402,464
2018-10-20,14,891,396,218,141,712,8618,426
2018-10-20,15,890,394,218,144,681,8743,310
2018-10-20,16,888,396,221,141,558,8170,429
2018-10-20,17,888,396,221,199,412,6109,304
2018-10-20,18,903,397,220,241,362,1723,46
2018-10-20,19,900,397,217,237,326,13,0
2018-10-20,20,906,398,219,239,348,0,0
2018-10-20,21,911,398,226,204,391,0,0
2018-10-20,22,948,395,224,197,482,0,0
2018-10-20,23,953,382,221,200,487,0,0
2018-10-20,24,903,373,221,161,485,0,0
2018-10-21,1,904,374,225,151,466,0,0
2018-10-21,2,904,374,226,153,452,0,0
2018-10-21,3,906,374,227,154,497,0,0
2018-10-21,4,906,375,227,151,530,0,0
2018-10-21,5,907,375,226,153,541,0,0
2018-10-21,6,904,382,227,152,513,0,0
2018-10-21,7,903,395,227,188,457,0,0
2018-10-21,8,902,395,227,199,324,858,0
2018-10-21,9,900,395,226,182,230,4613,0
2018-10-21,10,869,394,225,134,314,6939,71
2018-10-21,11,875,391,224,139,374,7883,96
2018-10-21,12,874,380,224,137,453,8176,129
2018-10-21,13,873,387,228,139,476,7952,298
2018-10-21,14,872,392,230,137,471,8415,366
2018-10-21,15,872,390,230,134,513,8366,447
2018-10-21,16,872,391,229,141,545,8063,431
2018-10-21,17,872,390,229,197,555,6006,336
2018-10-21,18,873,393,229,234,695,1630,71
2018-10-21,19,895,390,230,235,1356,16,0
2018-10-21,20,932,390,229,235,1731,0,0
2018-10-21,21,946,389,229,232,2012,0,0
2018-10-21,22,947,388,228,203,1955,0,0
2018-10-21,23,947,376,228,196,1723,0,0
2018-10-21,24,934,368,228,153,1700,0,0
2018-10-22,1,899,367,228,149,1750,0,0
2018-10-22,2,886,365,229,139,1979,0,0
2018-10-22,3,860,360,227,105,2343,0,0
2018-10-22,4,864,359,227,109,2447,0,0
2018-10-22,5,867,360,228,140,2182,0,0
2018-10-22,6,868,368,227,145,1965,0,0
2018-10-22,7,869,382,227,192,1521,0,0
2018-10-22,8,868,381,226,193,907,881,0
2018-10-22,9,865,385,224,194,657,4810,74
2018-10-22,10,862,389,226,182,522,7058,416
2018-10-22,11,860,385,205,179,462,7710,472
2018-10-22,12,858,378,196,178,490,8260,471
2018-10-22,13,855,386,201,181,429,8378,464
2018-10-22,14,855,383,209,178,386,8344,239
2018-10-22,15,856,386,223,179,367,8106,266
2018-10-22,16,857,385,230,184,433,7093,444
2018-10-22,17,856,386,231,197,543,4673,320
2018-10-22,18,857,386,232,200,728,1216,46
2018-10-22,19,860,385,234,200,1296,0,0
2018-10-22,20,869,382,233,197,2012,0,0
2018-10-22,21,908,367,234,197,2102,0,0
2018-10-22,22,906,365,234,197,1883,0,0
2018-10-22,23,907,353,233,199,1937,0,0
2018-10-22,24,906,344,233,153,2020,0,0
2018-10-23,1,906,344,233,152,1929,0,0
2018-10-23,2,909,345,234,152,1827,0,0
2018-10-23,3,910,347,233,152,1838,0,0
2018-10-23,4,910,346,234,150,1917,0,0
2018-10-23,5,913,350,232,154,1783,0,0
2018-10-23,6,916,351,230,150,1643,0,0
2018-10-23,7,917,357,228,193,1625,0,0
2018-10-23,8,916,360,227,200,1393,664,0
2018-10-23,9,916,358,219,197,1039,4417,0
2018-10-23,10,913,358,216,184,685,7449,215
2018-10-23,11,911,352,218,181,384,8139,470
2018-10-23,12,916,344,223,180,674,8196,488
2018-10-23,13,913,355,222,182,975,8359,475
2018-10-23,14,914,354,225,182,681,8397,476
2018-10-23,15,915,362,225,180,664,8047,480
2018-10-23,16,917,376,224,180,868,7561,464
2018-10-23,17,919,379,225,199,1147,5056,365
2018-10-23,18,921,380,226,197,1265,1400,84
2018-10-23,19,921,379,225,199,2019,64,0
2018-10-23,20,923,379,226,198,2523,0,0
2018-10-23,21,927,379,225,197,2333,0,0
2018-10-23,22,930,373,229,198,2300,0,0
2018-10-23,23,931,359,229,197,2229,0,0
2018-10-23,24,932,351,229,151,1940,0,0
2018-10-24,1,933,348,230,151,1396,0,0
2018-10-24,2,934,347,229,149,1102,0,0
2018-10-24,3,935,348,229,112,1030,0,0
2018-10-24,4,935,347,229,114,1245,0,0
2018-10-24,5,934,354,227,149,2046,0,0
2018-10-24,6,933,360,227,151,2149,0,0
2018-10-24,7,932,371,227,189,1504,0,0
2018-10-24,8,928,373,221,199,1077,749,0
2018-10-24,9,920,372,220,188,673,4886,107
2018-10-24,10,916,373,219,159,502,7462,423
2018-10-24,11,913,374,216,141,285,8415,478
2018-10-24,12,907,363,216,139,192,8670,478
2018-10-24,13,905,369,216,140,165,8551,435
2018-10-24,14,900,371,219,139,155,8558,471
2018-10-24,15,900,375,217,139,168,8523,476
2018-10-24,16,898,367,219,174,293,7984,456
2018-10-24,17,900,369,220,183,659,5645,347
2018-10-24,18,900,368,220,200,1232,1503,78
2018-10-24,19,901,367,226,200,2031,177,0
2018-10-24,20,902,366,231,200,2639,162,0
2018-10-24,21,905,361,231,193,2498,14,0
2018-10-24,22,909,350,232,194,2598,0,0
2018-10-24,23,913,342,228,195,2533,0,0
2018-10-24,24,913,307,227,192,2147,0,0
2018-10-25,1,914,305,227,147,1628,0,0
2018-10-25,2,915,306,227,146,1137,0,0
2018-10-25,3,919,306,227,109,1012,0,0
2018-10-25,4,922,307,227,107,1432,0,0
2018-10-25,5,922,313,227,144,1719,0,0
2018-10-25,6,924,316,224,150,1827,0,0
2018-10-25,7,923,322,225,189,1743,0,0
2018-10-25,8,923,325,225,197,1184,824,0
2018-10-25,9,920,324,222,189,491,4496,111
2018-10-25,10,916,317,222,147,393,6993,409
2018-10-25,11,915,305,221,141,283,7680,474
2018-10-25,12,912,307,199,140,189,8390,465
2018-10-25,13,909,311,183,139,241,8518,331
2018-10-25,14,911,309,189,174,410,8596,325
2018-10-25,15,911,312,184,183,387,8186,314
2018-10-25,16,911,320,190,183,316,7883,366
2018-10-25,17,912,331,203,195,265,5391,296
2018-10-25,18,915,327,220,215,257,1286,26
2018-10-25,19,918,325,224,220,446,0,0
2018-10-25,20,921,326,216,221,622,0,0
2018-10-25,21,923,327,220,199,830,0,0
2018-10-25,22,925,326,224,196,822,0,0
2018-10-25,23,926,319,223,194,724,0,0
2018-10-25,24,926,304,223,150,610,0,0
2018-10-26,1,925,304,222,150,560,0,0
2018-10-26,2,925,303,222,153,517,0,0
2018-10-26,3,926,304,220,152,342,0,0
2018-10-26,4,926,306,221,148,267,0,0
2018-10-26,5,926,312,221,149,216,0,0
2018-10-26,6,926,318,222,152,195,0,0
2018-10-26,7,927,325,223,205,177,0,0
2018-10-26,8,926,325,223,217,169,803,0
2018-10-26,9,925,331,222,199,147,4645,191
2018-10-26,10,923,326,223,195,170,6823,425
2018-10-26,11,919,322,224,196,215,7695,464
2018-10-26,12,915,312,224,175,253,8035,464
2018-10-26,13,912,315,226,171,256,8290,469
2018-10-26,14,910,322,226,174,268,8515,466
2018-10-26,15,909,322,227,173,278,8234,469
2018-10-26,16,908,322,230,170,268,7814,448
2018-10-26,17,909,325,230,210,256,5314,315
2018-10-26,18,909,323,227,217,223,1370,42
2018-10-26,19,910,323,230,214,213,48,0
2018-10-26,20,913,328,231,213,279,0,0
2018-10-26,21,914,330,231,215,318,0,0
2018-10-26,22,933,340,230,196,329,0,0
2018-10-26,23,943,335,230,193,506,0,0
2018-10-26,24,950,332,229,153,714,0,0
2018-10-27,1,966,338,229,143,677,0,0
2018-10-27,2,969,341,230,141,656,0,0
2018-10-27,3,969,344,230,140,555,0,0
2018-10-27,4,969,346,231,124,476,0,0
2018-10-27,5,968,349,232,139,463,0,0
2018-10-27,6,968,356,232,143,363,0,0
2018-10-27,7,969,365,232,183,354,0,0
2018-10-27,8,970,366,229,184,353,721,0
2018-10-27,9,970,366,229,151,218,4149,80
2018-10-27,10,966,365,229,151,140,6358,267
2018-10-27,11,962,361,231,127,162,6833,402
2018-10-27,12,958,353,229,126,180,7172,350
2018-10-27,13,953,348,231,128,223,7367,378
2018-10-27,14,950,358,230,126,324,7385,429
2018-10-27,15,949,363,230,160,464,7727,437
2018-10-27,16,949,364,231,169,607,7558,443
2018-10-27,17,949,365,231,192,749,5403,340
2018-10-27,18,949,365,231,229,1054,1236,48
2018-10-27,19,950,363,232,230,1601,0,0
2018-10-27,20,953,363,232,228,1871,0,0
2018-10-27,21,953,359,232,227,2094,0,0
2018-10-27,22,954,363,231,230,2185,0,0
2018-10-27,23,961,354,231,228,2132,0,0
2018-10-27,24,963,346,231,148,1939,0,0
2018-10-28,1,966,347,231,143,2005,0,0
2018-10-28,2,968,347,232,142,1864,0,0
2018-10-28,3,968,346,232,138,1837,0,0
2018-10-28,4,970,347,232,104,1796,0,0
2018-10-28,5,970,351,233,138,1775,0,0
2018-10-28,6,970,356,232,142,1681,0,0
2018-10-28,7,971,365,232,190,1871,0,0
2018-10-28,8,970,366,232,186,1900,642,0
2018-10-28,9,968,368,229,149,1694,3908,164
2018-10-28,10,965,361,229,130,1314,5797,329
2018-10-28,11,961,359,232,129,1327,6532,391
2018-10-28,12,956,359,235,127,1299,7164,409
2018-10-28,13,954,368,233,128,1179,7213,272
2018-10-28,14,954,368,232,129,1308,7164,192
2018-10-28,15,955,372,232,163,1517,7033,233
2018-10-28,16,958,371,231,170,1668,6439,120
2018-10-28,17,959,377,231,176,2051,3851,0
2018-10-28,18,962,375,231,213,2574,861,0
2018-10-28,19,963,376,231,232,2875,0,0
2018-10-28,20,965,374,231,232,2825,0,0
2018-10-28,21,966,374,231,232,3040,0,0
2018-10-28,22,964,371,232,231,3067,0,0
2018-10-28,23,966,366,231,232,3008,0,0
2018-10-28,24,967,358,232,199,3301,0,0
2018-10-29,1,967,356,232,145,3332,0,0
2018-10-29,2,967,357,231,145,3624,0,0
2018-10-29,3,966,359,231,146,3547,0,0
2018-10-29,4,965,357,231,144,3218,0,0
2018-10-29,5,965,360,231,144,3247,0,0
2018-10-29,6,965,365,230,146,3179,0,0
2018-10-29,7,965,373,230,189,2654,0,0
2018-10-29,8,966,372,231,212,2319,496,0
2018-10-29,9,966,374,229,191,2174,3535,0
2018-10-29,10,963,370,228,132,2400,6059,276
2018-10-29,11,962,363,225,131,2589,6721,368
2018-10-29,12,962,363,228,131,2938,6305,423
2018-10-29,13,961,372,230,129,3017,6389,431
2018-10-29,14,961,379,233,130,3091,6979,377
2018-10-29,15,962,382,234,132,3410,6877,312
2018-10-29,16,961,381,236,166,3415,5803,385
2018-10-29,17,962,381,236,198,3321,3582,259
2018-10-29,18,963,381,236,216,3053,787,38
2018-10-29,19,962,380,237,214,2807,0,0
2018-10-29,20,963,384,237,212,2620,0,0
2018-10-29,21,965,381,236,216,2871,0,0
2018-10-29,22,967,383,214,196,3212,0,0
2018-10-29,23,969,374,195,192,3173,0,0
2018-10-29,24,969,364,196,161,3006,0,0
2018-10-30,1,971,361,210,147,3028,0,0
2018-10-30,2,971,351,208,138,3185,0,0
2018-10-30,3,972,342,208,106,3154,0,0
2018-10-30,4,971,349,208,107,3058,0,0
2018-10-30,5,972,356,208,139,3242,0,0
2018-10-30,6,973,364,209,146,3363,0,0
2018-10-30,7,974,370,207,194,3312,0,0
2018-10-30,8,958,357,218,194,3038,537,0
2018-10-30,9,957,362,211,189,2506,4049,102
2018-10-30,10,950,356,205,136,1953,6810,337
2018-10-30,11,948,355,205,132,1834,7787,440
2018-10-30,12,949,361,205,132,1136,8256,452
2018-10-30,13,949,368,208,136,913,8214,431
2018-10-30,14,946,375,211,135,859,8182,440
2018-10-30,15,941,376,218,142,747,8230,446
2018-10-30,16,954,381,208,180,723,7883,418
2018-10-30,17,947,388,214,187,1073,5235,320
2018-10-30,18,960,391,220,208,1187,1040,37
2018-10-30,19,968,390,222,248,1205,0,0
2018-10-30,20,967,392,229,246,870,0,0
2018-10-30,21,947,388,240,227,667,0,0
2018-10-30,22,950,385,239,209,772,0,0
2018-10-30,23,948,375,239,205,857,0,0
2018-10-30,24,960,366,225,205,973,0,0
2018-10-31,1,971,363,220,173,988,0,0
2018-10-31,2,972,364,211,159,989,0,0
2018-10-31,3,973,363,210,159,971,0,0
2018-10-31,4,972,365,211,161,1192,0,0
2018-10-31,5,971,367,210,162,1081,0,0
2018-10-31,6,970,373,204,209,966,0,0
2018-10-31,7,967,388,198,229,966,0,0
2018-10-31,8,967,389,194,228,921,691,0
2018-10-31,9,966,389,189,202,890,4107,106
2018-10-31,10,962,390,193,126,1033,6494,366
2018-10-31,11,962,381,188,118,1310,7408,475
2018-10-31,12,963,376,194,116,1181,7925,468
2018-10-31,13,960,384,195,115,980,7948,456
2018-10-31,14,959,383,198,117,789,7912,453
2018-10-31,15,956,387,210,115,572,7690,464
2018-10-31,16,957,392,212,158,391,6916,364
2018-10-31,17,961,393,216,171,162,4496,187
2018-10-31,18,962,395,217,307,85,857,5
2018-10-31,19,965,396,217,398,59,0,0
2018-10-31,20,967,391,223,402,65,0,0
2018-10-31,21,968,391,223,286,80,0,0
2018-10-31,22,967,395,222,224,110,0,0
2018-10-31,23,965,380,222,195,293,0,0
2018-10-31,24,964,372,222,155,618,0,0
2018-11-01,1,965,351,222,157,671,0,0
2018-11-01,2,965,346,222,156,632,0,0
2018-11-01,3,965,347,221,154,719,0,0
2018-11-01,4,964,348,222,156,664,0,0
2018-11-01,5,963,348,222,156,618,0,0
2018-11-01,6,963,348,221,203,662,0,0
2018-11-01,7,946,350,220,222,614,0,0
2018-11-01,8,911,346,220,222,526,509,0
2018-11-01,9,913,345,220,200,548,3925,83
2018-11-01,10,911,340,220,159,647,6597,297
2018-11-01,11,920,306,214,154,852,7229,388
2018-11-01,12,940,301,217,154,957,7018,281
2018-11-01,13,956,303,210,152,792,6680,319
2018-11-01,14,945,301,210,156,656,6693,353
2018-11-01,15,948,302,209,159,603,6444,304
2018-11-01,16,944,307,212,161,586,5666,201
2018-11-01,17,940,312,202,186,336,3502,35
2018-11-01,18,949,310,213,336,117,660,0
2018-11-01,19,953,310,225,389,113,0,0
2018-11-01,20,954,312,227,395,145,0,0
